Name,Description,Date,Amount
الهيئة العامة للترفيه,تتبع المتقدمين وإدارة الأداء الوظيفي,2022-07-27,999.99
المؤسسة العامة لتحلية المياه المالحة,إعادة تأهيل وترميم مظلات السيارات المتهالكة بالمجمع السكني لمنظومة الإنتاج بالخبر  ,2022-11-03,1151582.4
جامعة الحدود الشمالية,تأهيل أنظمة التكييف بمبنى كلية العلوم بالمدينة الجامعية بعرعر,2022-08-26,4699979.82
بلدية محافظة عنيزة,معالجة التشوه البصري للطرق الرئيسية والاحياء السكنية شرق محافظة عنيزة ,2022-06-29,2300000.0
أمانة منطقة الرياض,صيانة شبكة مباني البلدية والحاسب الآلي,2022-06-02,859740.0
بلدية محافظة رنية,سفلتة وأرصفه وإناره برنيه ( وفورات ) ,2022-05-26,3341592.95
أمانة منطقة تبوك,مواد زراعية لتخصيب التربة لزراعة نجيل طبيعي وشجيرات لبلدية بداء,2022-05-30,44045.0
هيئة الإذاعة والتلفزيون,تنفيذ أعمال الهوية في مركز الإبداع لقنوات:(السعودية / SBC / ذكريات / منصة الأولى),2022-08-21,11337591.25
أمانة منطقة الرياض,تأمين شيول بحفار خلفي,2022-09-06,483000.0
أمانة منطقة تبوك,توريد مبيدات ومطهرات زراعية لمكافحة الحشرات والإصحاح البيئي لبلدية بداء,2022-06-09,47610.0
أمانة منطقة تبوك,توريد دهانات ارصفة شوارع,2022-08-24,250987.5
مجمع الملك سلمان العالمي للغة العربية,تقديم خدمات لبناء منصة المساعد اللغوي,2022-09-27,9998417.1
مجمع الملك سلمان العالمي للغة العربية,الدورات التدريبية لإطار مجمع الملك سلمان العالي للغة العربية للكتابة الإدارية ,2022-08-21,651222.0
مجمع الملك سلمان العالمي للغة العربية,منظومة بيانات السياسات اللغوية للدول العربية ,2022-08-21,5300000.0
وزارة التعليم,نظافة مباني وملاعب وساحات معهد العاصمة النموذجي بالرياض ,2022-11-17,4623312.8
وزارة الاستثمار,ترقية البريد الإلكتروني وتجديد رخصة الدعم,2022-07-24,950000.0
أمانة المنطقة الشرقية,مشروع تشغيل وتحسين منظومة الأمانة الرقمية ,2022-10-12,3823516.86
أمانة المنطقة الشرقية,مشروع صيانة وتأهيل الشوارع والميادين ومداخل المدن بالظهران للعام 2022م ,2022-08-01,2005600.0
بلدية محافظة القطيف,مشروع صيانة شوارع مدينة القطيف والقرى التابعة لها بمحافظة القطيف ( الجزء الثاني – صيانة الأحياء القديمة والمناطق المركزية  ),2022-10-02,4734826.0
هيئة الزكاة والدخل,تأهيل وترميم الصالة الشاملة في ميناء الجبيل ورأس تنورة,2022-07-08,2166830.0
هيئة الزكاة والدخل,تأهيل وترميم مباني المعاينين (الشمالي والجنوبي) بميناء جدة الاسلامي,2022-07-28,5656402.6
هيئة الزكاة والدخل,عقد مناولة جمرك منفذ الحديثة,2022-08-04,12898686.0
المؤسسة العامة لتحلية المياه المالحة,إنشاء ملحق مبنى إداري تابع للمؤسسة في المركز الرئيسي بالرياض لتهيئة مكان مناسب لخلق بيئة عمل مناسبة.,2022-12-08,4492429.0
المؤسسة العامة لتحلية المياه المالحة,توفير اعمال وتطوير النظام الحالي للمراسلات الإدارية(تراسل),2022-07-28,724500.0
بلدية الحلى,انشاء مركز حضاري بحلي ,2022-09-01,3438332.1
بلدية محافظة رابغ, صيانة وتحسين وتطوير المدخل الرئيسي لحي النسيم برابغ,2022-10-04,2527003.1
بلدية محافظة عنيزة,معالجة التشوه البصري للطرق الرئيسية والاحياء السكنية غرب محافظة عنيزة ,2022-06-29,1705000.0
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار ميكانيكية لمنظومات رأس الخير 60005970,2022-10-04,267323.0
التجمع الصحي بمنطقة القصيم,توريد وتركيب معدات الغسيل بمستشفى الملك فهد التخصصي,2022-07-31,2935032.3
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار ميكانيكة لمحطات الشعيبة 60005938,2022-10-23,705938.0
بلدية المظيلف,صيانة الطرق بالمظيلف,2022-08-17,1361600.0
التجمع الصحي بمنطقة القصيم,إحلال وتوريد وتركيب وتشغيل مصاعد كهربائية بمستشفى الملك فهد التخصصي ,2022-10-06,1508800.0
مجمع الملك سلمان العالمي للغة العربية,منصة خدمات اللغة العربية ,2022-10-04,6000000.0
بلدية المظيلف,صيانة الأرصفة والميادين بالمظيلف,2022-08-17,1460500.0
جامعة نجران,تدريب منسوبي جامعة نجران حسب خطة التدريب للعام 2022م,2022-08-11,1578950.0
أمانة منطقة الرياض,اعمال صيانة واعادة تالف مكينة ضباب لمكافحة البعوض,2023-03-08,167670.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,خدمات النظافة والبستنة بالمنطقة السكنية,2023-03-07,150790493.67
أمانة العاصمة المقدسة,تقديم الدعم الفني والتشغيلي لمختبر السلامة الغذائية بأمانة العاصمة المقدسة,2022-10-03,2940722.5
أمانة منطقة الرياض,صيانة وإعادة تالف مضلات مبنى البلدية قسم الحركة والتشغيل والصيانة,2022-10-02,270250.0
أمانة منطقة الرياض, توريد كسوة عمال ,2023-03-12,55637.0
أمانة المنطقة الشرقية,مشروع تطوير وإعادة تأهيل شاطئ المرجان بمنطقة نصف القمر بالظهران,2022-09-20,7332894.5
أمانة محافظة الطائف,معالجة التشوه البصري بمحافظة رنيه 2022 م لمدة 360 يوماً,2022-05-26,3781114.9
جامعة حائل,تامين عدد 5 سيارات سيدان ,2022-08-03,575000.0
بلدية محافظة الكامل,استئجار سيارات ركوب لبلدية محافظة الكامل,2022-08-09,551158.2
إدارة التعليم بمحافظة النماص,عملية الصيانة الطارئة لبعض المباني التعليمية ( المجموعة الاولى ) بادارة التعليم بمحافظة النماص,2022-06-08,477900.0
المركز الوطني للتخصيص,مشروع اعداد وتقديم وتسجيل دورة تدريبية باللغة العربية,2022-07-21,222640.0
إدارة التعليم بمحافظة النماص,عملية ترميم مدخل وغرفة الحارس بمركز التدريب النسوي بالنماص ,2022-06-08,340745.0
هيئة الهلال الأحمر السعودي,أعمال الصيانة والتشغيل والنظافة  (مبنى فرع الهيئة بمنطقة المدينة المنورة  والمباني والمراكز الإسعافية التابعة له  ),2022-11-17,19999217.15
جامعة تبوك,صيانة عاجلة لجرانيت الواجهات الآيل للسقوط في مبنى كلية الطب,2023-01-17,3358000.0
جامعة تبوك,مشروع تشغيل وصيانة آلات التصوير والطابعات بجامعة تبوك وفروعها,2022-08-02,999882.0
بلدية صبح بللحمر,صيانة الطرق المرحلة الأولي ( الطرق التي إنتقلت من وزارة النقل والخدمات اللجوستية إلى وزارة الشئون البلدية والقروية والإسكان),2022-10-31,2623667.5
أمانة منطقة جازان,صيانة عبارات تصريف مياه الامطار بجازان (صيانة مشروع شبكة تصريف مياة الامطار بجازان ),2022-10-02,15254290.0
وزارة الاستثمار,تنظيم منتدى عسير للاستثمار,2022-10-30,8982972.0
أمانة منطقة الرياض,إعادة تأهيل وإصلاح طبقات الاسفلت المنهارة,2022-05-25,497490.0
الهيئة السعودية للملكية الفكرية,تجديد وتوريد رخص بوابة التوظيف ورفع موافقات العروض الوظيفية للمرشحين,2022-05-31,189750.0
بلدية محافظة ظهران الجنوب,صيانة علم المملكة بجبل ظهران ,2022-05-29,96600.0
هيئة تطوير منطقة عسير,تأسيس وتشغيل إدارة الاستثمار ومكتب إدارة وجهات بهيئة تطوير عسير,2022-09-07,19549105.8
تجمع الأحساء الصحي,تأمين أجهزة حاسب الي ومستلزماتها,2022-11-09,729807.25
المركز الوطني للتخصيص,برنامج شهادة احترافية في مجال التخصيص والشراكة,2022-10-04,221134.22
الهيئة السعودية للملكية الفكرية,توفير احتياجات العلاقات العامة والفعاليات للهيئة السعودية للملكية الفكرية لعام 2022م,2022-06-26,10930750.0
أمانة منطقة حائل,صيانة وتأمين كفرات لمعدات البلدية,2022-08-16,267398.0
المركز السعودى لكفاءة الطاقة,مشروع توفير رخص وبرامج للمركز السعودي لكفاءة الطاقة,2022-06-16,154999.3
إدارة التعليم بمنطقة نجران,توريد وتركيب مظلات مواقف السيارات مغطاة من قماش pvc,2022-09-06,119646.0
أمانة منطقة الرياض,صيانة عدة شوارع داخل المحافظة وذلك لعمل طبقة اسفلتية 5 سم,2023-03-15,3191250.0
هيئة تطوير منطقة عسير,دراسة واقع المرأة في منطقة عسير وسبل تمكينها اقتصاديا و اجتماعيا,2022-11-08,881187.41
المركز الوطني للتخصيص,إدارة الأجهزة المحمولة ,2022-09-05,987275.0
جامعة الأمير سطام بن عبدالعزيز,تجديد رخص الدعم الفني لنظام الاتصالات الإدارية,2022-07-01,586500.0
أمانة منطقة الرياض,حصر ومتابعة وإدارة تحصيل الإيرادات,2022-07-17,929195.17
الهيئة السعودية للبيانات والذكاء الاصطناعي,تشغيل وصيانة وترقية البطاريات الخاصة بأجهزة مانع انقطاع التيار الكهربائي والمولدات الكهربائية – المرحلة الثالثة (UPSBM3),2022-08-02,2309130.5
بلدية محافظة الجموم,توريد وإستبدال الحاويات الديكورية وكراسي حدائق بلدية محافظة الجموم,2022-08-16,68965.5
التجمع الصحي بمنطقة القصيم,تطوير قسم التعقيم بمستشفى الملك فهد التخصصي ببريدة,2022-08-16,1767527.0
الهيئة العامة للعقار,الدعم اللوجستي للنشر والإعلام,2022-07-23,1957300.0
بلدية محافظة الجموم,توريد قطع غيار لزوم صيانة شبكات الانارة ببلدية محافظة الجموم,2022-11-24,146688.25
هيئة الزكاة والدخل,مشروع انشاء مرافق مساندة لمنفذ الربع الخالي,2022-10-13,137991928.13
بلدية محافظة محايل عسير,صيانة وتوريد عربات بحاضنة الاعمال بالمحافظة  ,2022-08-16,640147.5
أمانة منطقة جازان,درء اخطار السيول وتصريف مياه الأمطار (استكمال إنشاء محطة لضخ مياه الأمطار),2022-10-03,12589682.5
وزارة الصحة  -  الديوان العام,تجهيز مقر الإدارة العامة للحج والعمرة بحمى المشاعر,2022-07-18,143278.5
المؤسسة العامة للتدريب التقني والمهني,صيانة ونظافة الكلية التقنية للبنات بالنماص ,2022-10-10,826110.92
بلدية المظيلف,صيانة أعمدة الانارة بالمظيلف,2022-08-17,777975.0
إدارة التعليم بمحافظة وادي الدواسر,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف المجموعة الرابعة,2022-08-23,2229390.0
هيئة تطوير منطقة عسير,مشروع دراسة و تفعيل المراكز المجتمعية ونموذج التشغيل المستدام,2023-02-08,5150000.16
التجمع الصحي بمنطقة القصيم,إنشاء مظلات للمشاة بمستشفى الملك فهد التخصصي ببريدة,2022-08-16,1178175.0
إدارة التعليم بمحافظة وادي الدواسر,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف المجموعة الثالثة,2022-08-23,2229390.0
المركز الوطني لتنمية الحياة الفطرية, تجهيز وتفعيل مركز العناية بالعملاء واستقبال البلاغات للمركز الوطني لتنمية الحياة الفطرية,2022-08-15,1212242.6
أمانة منطقة الحدود الشمالية,عملية تطوير وتأهيل المرافق العامة التابعة لبلدية محافظة طريف,2022-06-22,3331205.0
المؤسسة العامة للتدريب التقني والمهني, صيانة فرع الكلية التقنية والمعهد الصناعي بضباء,2022-11-28,578400.0
وزارة الصحة  -  الديوان العام,مشروع النظام الالكتروني لإدارة الاسطول الاسعافي لموسم الحج لعام 1443هـ,2022-06-27,2070000.0
الهيئة العامة للغذاء والدواء,استضافة الندوة العلمية المشتركة بين الهيئة ومجمع الفقه الإسلامي,2022-06-09,391218.25
هيئة الهلال الأحمر السعودي,أعمال الصيانة والتشغيل والنظافة  (مباني فرع الهيئة بمنطقة مكة المكرمة (محافظة جدة والطائف) والمباني والمراكز الإسعافية التابعة لها  ),2022-11-17,2300000.45
التجمع الصحي بمنطقة القصيم,تنفيذ دورات تدريبية فنية لمنسوبي التجمع الصحي بالقصيم,2022-06-29,3068877.35
أمانة العاصمة المقدسة,الصيانة المدنية لأنفاق الطريق الدائري الثاني (طريق عمر بن الخطاب رضي الله عنه/ طريق الملك فهد) ,2022-10-18,9740787.5
بلدية محافظة الجموم,صيانة حديقة حي أبو عروة بمحافظة الجموم,2022-07-12,671600.0
إدارة التعليم بمحافظة العلا,صيانة و تركيب مظلات PVC لمدارس محافظة العلا,2022-09-13,777745.0
اعانة المكتبات الوقفية,تأمين حراس أمن لمجمع الملك عبدالعزيز للمكتبات الوقفية ,2022-10-12,539028.0
التجمع الصحي بمنطقة القصيم,تنفيذ دورات تدريبية إدارية لمنسوبي التجمع الصحي بالقصيم,2022-06-28,493695.0
إدارة التعليم بمحافظة الإفلاج,عملية صيانة بلاط الأرضيات الداخلية بمبنى مدرسة ابتدائية ومتوسطة تحفيظ القرآن الكريم بمركز الأحمر بمحافظة الافلاج,2022-08-29,141450.0
وزارة الصحة  -  الديوان العام,تشغيل وصيانة تقنية المعلومات بمرافق وزارة الصحة لموسم الحج لعام 1443هـ في منطقة المشاعر المقدسة,2022-06-27,4800000.01
مدينة الملك فيصل الطبية لخدمة المناطق الجنوبية,تأمين رخص البريد الالكتروني لمدة سنه ,2022-09-30,157320.0
صندوق التنمية العقارية,معالجة فروقات محفظة القروض القائمة,2022-08-01,948750.0
أمانة محافظة الطائف,صيانة وتشغيل الطرق المستلمة من وزارة النقل عقد 303 بمحافظة المويه لمدة 1095 يوم,2022-10-19,1921594.8
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,تأمين وتوريد عدد من المركبات الخدمية حديثة الصنع,2022-06-30,1538953.0
إدارة التعليم بمحافظة القويعية,توريد أحبار طابعات ,2022-08-11,163741.6
إدارة التعليم بمحافظة الطائف,تنفيذ برامج تدريبية للقيادات التعليمية التابعة لإدارة التعليم بمحافظة الطائف,2022-08-24,103500.0
إدارة التعليم بمحافظة النماص,عملية إستكمال مشروع ابتدائية ومتوسطة وثانوية ابن القيم لتحفيظ القران الكريم ,2022-08-28,3876320.0
أمانة منطقة نجران,تشغيل وصيانة المختبرات لصحة البيئة ( امانة منطقة نجران),2022-12-25,10860600.0
المؤسسة العامة لتحلية المياه المالحة,  لقاء العاملين السنوي,2022-08-19,364412.0
بلدية محافظة خليص,استئجار سيارات ـ بلدية محافظة خليص,2022-06-30,1455900.0
أمانة منطقة تبوك,توريد وتركيب اعمدة انارة بلدية بئر بن هرماس ,2022-06-15,293606.5
الهيئة العامة للمنافسة,مشروع توريد تراخيص أنظمة وبرامج تقنية معلومات,2022-06-30,5285908.3
صندوق التنمية الثقافي,إدارة حسابات التواصل,2022-06-30,2996900.0
أمانة منطقة جازان,نظافة المرافق البلدية بمدينة جيزان ( المحور الغربي ),2022-12-20,21692819.0
هيئة الزكاة والدخل,  خدمات مدارة لتنفيذ حلول أنظمة امن المعلومات ,2022-10-17,5899828.9
مدينة الملك عبدالله الطبية بالعاصمة المقدسة,تأمين احتياجات تقنية المعلومات والاتصالات بمدينة الملك عبدالله الطبية بالعاصمة المقدسة,2022-11-17,7550932.06
جامعة أم القرى,مشروع تشغيل العيادات الطبية بمقر سكن أعضاء هيئة التدريس بالعابدية والعيادات الطبية بالكليات الجامعية بفروع الجامعة بمحافظات (القنفذة – الليث – الجموم – أضم ) بشطر الطالبات بجامعة أم القرى لعام 2022م,2022-09-18,8799999.95
جامعة الملك سعود,مشروع توريد وتشغيل خوادم لبيئة بوابة النظام الأكاديمي edugate في جامعة الملك سعود,2022-08-15,1050000.0
امانة محافظة حفر الباطن,تحسين الرقابة البلدية بالشراكة بين القطاعين العام والخاص لتنفيذ أعمال الرقابة لصالح أمانة محافظة حفرالباطن,2023-01-02,24183258.0
إدارة التعليم بمنطقة الحدود الشمالية,صيانة طارئة لمدرسة متوسطة وثانوية لينة بنين برفحاء,2022-07-30,134435.0
وزارة الموارد البشرية و التنمية الاجتماعية,توريد وتركيب موكيت مع اللباد ومساند وتكايات وبطانيات مفرد وطقم شرشف مطاط وبيت مخدة لدار الملاحظة الاجتماعية بجدة,2022-06-26,55637.0
أمانة منطقة تبوك,توريد بخاخات بنزين اصلي + صحن كلتش اصلي,2022-07-01,27496.5
هيئة الهلال الأحمر السعودي,التعاقد مع شركة حراسات أمنية بالهيئة,2022-11-07,23759998.2
أمانة منطقة تبوك,توضيب جبربكس + توضيب مكينة نيسان+ توضيب مكينة ديانة,2022-07-01,41756.5
جامعة حائل,اعمال توريد قطع غيار تكييف مركزي لمختلف الكليات بالمدينة الجامعية ,2022-06-27,558475.0
أمانة منطقة تبوك,توريد مواد ومبيدات لمكافحة الحشرات ,2022-05-24,27761.02
وزارة السياحة,توريد و تركيب هواتف رقمية ,2022-08-07,521088.37
إدارة التعليم بمنطقة الحدود الشمالية,توريد وتركيب مظلات ابتدائية المساعدية بنين,2022-08-08,416300.0
هيئة الإذاعة والتلفزيون,توريد قطع غيار لمحطة إرسال الخمرة الإذاعية بجدة ,2022-07-05,213365.55
وزارة البيئة والمياه والزراعة,إقامة ورش عمل وأنشطة إعلامية لتوعية مربي الماشية بمزايا الأعلاف المركبة,2022-09-21,9716350.0
أمانة منطقة جازان,نظافة المرافق البلدية بمدينة جيزان ( المحور الشرقي ),2022-12-20,22017299.0
صندوق التنمية الزراعية, إعادة تجديد رخص والدعم الفني لأنظمة سيتركس ,2022-07-04,872000.0
أمانة المنطقة الشرقية,مشروع تشغيل وصيانة شبكة إنارة الطرق (طرق وزارة النقل سابقاً )  للأعوام 2022-2025 م .,2023-05-24,1868008.25
جامعة الجوف,منافسة تجميل الممرات وصيانتها بين كليات الجامعة,2022-12-22,4013500.0
هيئة رعاية الأشخاص ذوي الاعاقة,تقديم خدمات الحراسات الأمنية لمبنى هيئة رعاية الأشخاص ذوي الإعاقة,2022-07-31,853045.59
إدارة التعليم بمحافظة وادي الدواسر,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف المجموعة الثانية,2022-08-23,2229390.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,تقديم الدعم اللوجستي لمستودعات الهيئة السعودية للبيانات والذكاء الاصطناعي LSW SDAIA,2022-08-24,4509702.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,  النظام المركزي لمراقبة الأنظمة والشبكات (ITMC2),2022-08-24,22965291.85
بلدية محافظة النعيرية,إعاده تأهيل وتطوير الشوارع وأعمده الإنارة - بلدية محافظة النعيرية ,2022-08-15,621155.25
المؤسسة العامة لتحلية المياه المالحة,القيام بالأعمال اللازمة لإستبدال مسخن مياه التغذية للغلاية رقم (7) بالمرحلة الثانية في محطات ينبع المدينة المنورة. ,2022-09-07,239200.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,صيانة وتشغيل أنظمة الامن و السلامة,2022-06-13,179998.0
مدينة الملك عبدالله الطبية بالعاصمة المقدسة,تأمين البرامج الإلكترونية والرخص والبرامج السحابية لمدينة الملك عبدالله الطبية بالعاصمة المقدسة,2022-09-06,2583153.0
المؤسسة العامة للتدريب التقني والمهني,صيانة فرع الكلية التقنية والمعهد الصناعي بتيماء,2022-10-23,578400.0
بلدية السعيره,صيانة أعمدة الإنارة بالسعيرة والقرى التابعة لها ,2022-06-26,751340.0
وزارة الصحة  -  الديوان العام,تجهيز  سكن المنتدبين والرؤساء بمستشفى بمنى الطوارئ,2022-07-18,412321.0
إدارة التعليم بالمنطقة الشرقية,طلبات إدارة التدريب للمشريع والبرامج للعام المالي 2022م,2023-02-12,337444.5
جامعة الأمير سطام بن عبدالعزيز,توريد وتركيب وتشغيل الأجهزة السمعية والبصرية في المباني العاجلة للطالبات بالخرج,2022-11-02,6778150.58
وزارة الصحة  -  الديوان العام,تجهيز سكن المنتدبين والرؤساء  بحمى المشاعر بمكة المكرمة,2022-07-18,300811.25
هيئة المساحة الجيولوجية السعودية,الحفر الجيوتقني وأعمال التجارب لمشروع بحيرة الديركال ,2022-08-02,1573775.0
إدارة التعليم بمنطقة تبوك,برامج ادارات الشؤون التعليمية ( بنين- وبنات),2022-09-14,833370.5
وزارة الصحة  -  الديوان العام,تشغيل وتفعيل نظام ادارة المعلومات الصحية في مستشفيات ومراكز المشاعر المقدسة لموسم حج 1443هـ,2022-06-27,3604482.01
أمانة المنطقة الشرقية,مشروع صيانة وتأهيل الجسور والأنفاق للطرق المحورية بحاضرة الدمام ,2023-02-11,98947400.7
إدارة التعليم بمحافظة وادي الدواسر,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف المجموعة الاولى,2022-08-23,2229390.0
وزارة النقل والخدمات اللوجستية-  الديوان العام,مشروع تجديد اتفاقية كبار عملاء مايكروسوفت  ,2022-09-13,13311569.32
المؤسسة العامة للري,تشغيل وصيانة منظومات التجريع بغاز الكلورين مع الاحتياجات اللازمة من الاسطوانات على الخط الناقل وقطاع 1 وقطاع 3 ,2022-06-07,690000.0
بلدية محافظة ظهران الجنوب,صيانة اللوحات الترحيبية والتوديعية على مداخل منطقة عسير ,2022-11-01,979225.0
إدارة التعليم بمحافظة الرس,تأهيل ثانوية الرس بنين,2022-10-11,741750.0
إدارة التعليم بمحافظة الرس,صيانة الأجهزة والوسائل التعليمية في مدار البنين والبنات في قطاعات الرس ودخنة وضريه,2022-07-25,174036.4
وزارة السياحة,توفير احبار و مستلزمات تقنية لمنسوبي الوزارة,2022-08-03,4994189.03
الجامعة السعودية الالكترونية,تنظيم وتصميم حفل تخرج الطلاب والطالبات للعام الجامعي 1443هـ,2022-05-29,2479779.5
بلدية محافظة القنفذة,معالجة التلوث البصري- اصلاح حفريات الشوارع,2022-06-27,638250.0
بلدية محافظة القنفذة,صيانة المسطحات الخضراء والاحواض الزراعية لبلدية القنفذة,2022-09-08,3599040.0
إدارة التعليم بمنطقة الحدود الشمالية,صيانة طارئة لأعمال لترابيع والسراميك بمدرسة ثانوية العويقيلة بنين,2022-08-06,143290.0
هيئة الزكاة والدخل,مشروع رفع الطاقة الاستيعابية لمنفذ سلوى – المرحلة الثانية,2022-06-18,12296432.5
المركز الوطني للتخصيص,تنفيذ متطلبات قياس التحول الرقمي الحكومي,2022-07-20,2179250.0
هيئة الزكاة والدخل,مشروع رفع الطاقة الاستيعابية لمنفذ سلوى – المرحلة الأولى,2022-06-18,17726609.45
أدارة الموارد الذاتية بصحة جدة,تأمين و توريد كراسي انتظار وكراسي مرافق للمرضى بمستشفى الثغر العام بجدة ,2022-10-10,162909.0
هيئة الزكاة والدخل,تأهيل وتطوير مباني الجوازات بمنفذ سلوى ,2022-06-18,8905996.0
أمانة منطقة تبوك,توريد مكيفات لصيانة المرافق والمباني لبلدية بداء,2022-05-30,39994.7
أمانة منطقة تبوك,ايجار وايت ماء لسقيا المزروعات والحدائق لبلدية بداء,2022-05-30,93840.0
أمانة منطقة نجران,برنامج الرقابة البلدية (تحسين الرقابة البلدية بالشراكة بين القطاعين العام والخاص لتنفيذ أعمال الرقابة لصالح أمانة منطقة نجران),2022-12-07,15712231.04
جامعة تبوك,الأعمال المتبقية بمبنى المسرح بكلية التربية والآداب للبنات جامعة تبوك ,2023-01-17,2900001.0
الشئون الصحية بمنطقة نجران,منافسة تأمين المستلزمات الطبية لصحة منطقة نجران ,2022-07-26,1756000.0
أمانة منطقة القصيم,مشروع صيانة الطرق الرئيسية بمدينة بريدة الجزء الثاني,2022-12-27,57693200.0
المركز الوطني للتخصيص,دعم قسم علاقات المستثمرين والشركات ,2022-11-04,1955000.0
مستشفى الملك خالد التخصصي للعيون,مشروع المرحلة الثانية من تغيير فينيل غرف العمليات في مبنى المستشفى الرئيسي,2022-06-27,478975.0
مدينة الملك عبدالعزيز للعلوم والتقنية,مشروع تقديم الخدمات الفنية والإدارية والتسويقية في مجال الاعلام,2022-09-11,11052356.75
وزارة الإعلام - الديوان العام,تأمين اثاث لمقرات وزارة الاعلام بالمشاعر المقدسة ,2022-06-12,735167.4
الهيئة السعودية للبيانات والذكاء الاصطناعي,تقديم البريد الالكتروني كخدمة- المرحلة الثانية,2022-07-01,6388481.01
بلدية محافظة دومة الجندل,وفر سفلتة مخططات المنح بنطاق بلدية دومة الجندل,2022-06-21,4012925.0
الهيئة العامة للأمن الغذائي,إصلاح وترميم البلاطة الخرسانية بمستودع الدقيق بفرع شركة المطاحن بميناء جازان,2022-08-09,21407250.0
برنامج الخدمات الصحيه بالهيئة الملكية بالجبيل,توفير خدمات الانترنت ,2022-11-17,260820.0
إدارة التعليم بمنطقة حائل,صيانة وتأهيل المقاعد الدراسية طاولة وكرسي,2022-11-13,30895.0
المؤسسة العامة للتدريب التقني والمهني,تجديد الدعم الفني لرخص ستركس,2022-10-23,281686.27
الهيئة العامة للأمن الغذائي,توريد اكمام الفلاتر لفروع المؤسسة,2022-09-19,649712.15
أمانة محافظة جدة,صيانة وتحسين الطرق والشوارع ببلدية جدة الجديدة - 16925,2023-02-06,53207708.0
هيئة الهلال الأحمر السعودي,توريد سيارة إسعاف مخصصة للطرق الوعرة والرملية لنقل المصابين,2022-05-29,1900000.0
المركز الوطني للرقابه على الالتزام البيئي,تنظيم ورشة صحح لاستدامة بيئتك,2022-06-20,189520.0
أمانة محافظة جدة,صيانة وتحسين الطرق والشوارع ببلدية أبحر الشمالية -16926,2023-02-06,54261108.0
أمانة العاصمة المقدسة,تنفيذ طريق المردم الجديد ,2022-12-20,11964025.0
جامعة تبوك,تشغيل مقررات اللغة الانجليزية لطلبة السنة الأولى ( طلاب وطالبات) بمعهد تعليم اللغات بفروع جامعة تبوك للعام الجامعي 1443/1444هـ  ,2022-08-11,8481063.55
أمانة منطقة الرياض,تأمين أدوات سباكة لبلدية محفظة الزلفي,2022-08-02,379730.0
وزارة الصحة  -  الديوان العام,نقل العينات و وحدات الدم خلال موسم الحج,2022-06-30,480000.0
المؤسسة العامة لتحلية المياه المالحة,إنشاء وتجهيز وتركيب أنظمة الإشعال ومولدات النار وأقفاص البحث والإنقاذ بمركز تدريب السلامة والإطفاء بالجبيل SCBA,2022-12-21,7499995.25
أمانة منطقة جازان,درء اخطار السيول وتصريف مياه الامطار (إنشاء شبكة تصريف مياه الامطار بالأحياء الجنوبية لمدينة جازان),2022-08-30,4497581.0
بلدية محافظة النعيرية,مشروع سفلتة وارصفة وانارة بمحافظة النعيرية- بلدية محافظة النعيرية ,2022-08-15,348381.0
جامعة تبوك,تشغيل مقررات اللغة الانجليزية لطلبة السنة الأولى ( طلاب وطالبات) بمعهد تعليم اللغات بالمقر الرئيسي  لجامعة تبوك للعام الجامعي 1443/1444هـ  ,2022-08-17,19876693.82
أمانة منطقة الرياض,تأمين دهانات لبلدية محافظة الزلفي,2022-06-05,214601.5
أمانة منطقة حائل,إنشاء منتزه عام بالرصف,2022-10-24,8800807.4
إدارة التعليم بمحافظة وادي الدواسر,صيانة واصلاح وتشغيل المباني التعليمية المجموعة الرابعة بنات,2022-09-29,4224780.0
جامعة الملك عبدالعزيز, زي طالب بحري  كلية الدارسات البحرية,2022-08-01,91195.0
جامعة الحدود الشمالية,تأمين احتياج معمل الكيمياء بكلية العلوم من الزجاجيات والمواد الكيمائية ,2023-02-02,135755.25
إدارة التعليم بمنطقة المدينة المنورة,تأمين أثاث مكتبي مع التجهيز والتركيب لمبنى ادارة التعليم بالحرة الشرقية,2022-10-31,1274315.0
وزارة الموارد البشرية و التنمية الاجتماعية,مشروع دراسة تنظيم وإطلاق حملات توعية وطنية تشجع على تنظيم الأسرة (1443هـ / 2022م),2022-06-27,356500.0
بلدية محافظة راس  تنورة,توريد مستلزمات الصيانه المابشره للحدائق لعام 1443هـ ببلدية محافظة راس تنوره ,2022-10-18,407764.13
إدارة التعليم بمحافظة وادي الدواسر,صيانة واصلاح وتشغيل المباني التعليمية المجموعة الثالثة بنات,2022-09-29,4221504.0
