الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة الصحة,"27 January, 2025",متطلبات برنامج المدن الصحية بالمنطقة,98233.0
وزارة البلديات والإسكان,"27 January, 2025",منافسة توريد وتأمين مواد عزل لأسطح التابعة لبلدية عريعرة ,71242.5
وزارة البلديات والإسكان,"28 January, 2025",استجار سيارة بنظام الايجار الشهري,99912.0
وزارة البلديات والإسكان,"28 January, 2025",مشروع توريد أكشاك لبلدية الدليميه,495075.0
هيئة تطوير المنطقة الشرقية,"28 January, 2025",حجز وتجهيز منصة عرض,57500.0
وزارة التعليم,"28 January, 2025",التعاقد مع اكتواري مؤهل لقياس التزامات منافع مابعد التوظيف قبل نهاية كل سنة مالية,25300.0
البيئة والمياه والزراعة,"28 January, 2025", توريد المواد وقطع الغيار سباكة الهيئة السعودية للمياه منظومة انتاج جدة والشعيبة  - الساحل الغربي.,74157.75
وزارة التعليم,"28 January, 2025",تجديد الاشتراك في قواعد البيانات (Micromedex) بكلية الصيدلة,63523.7
وزارة البلديات والإسكان,"28 January, 2025",صيانة الملاعب الرياضية بالمرافق والمراكز التابعة لمحافظة الخفجى,497616.960000001
وزارة البلديات والإسكان,"28 January, 2025",صيانة الشبك المجلفن بالمرافق العامة لبلدية محافظة الخفجي,98673.45
وزارة البلديات والإسكان,"28 January, 2025",تأمين محروقات ديزل ,96000.0
وزارة التعليم,"28 January, 2025",تأمين إشتراكات أدوبي لعدد 6 حسابات,7134.6
وزارة البلديات والإسكان,"28 January, 2025",تجهيز حفل ليوم التأسيس,87975.0
وزارة البيئة والمياه والزراعة,"28 January, 2025",تجديد أشتراك عدد 2 شرائح ثريا مع توريد وتركيب أجهزة تقوية	,54050.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة الطرق في مدينة عرعر والقرى التابعة لها,12592500.0
وزارة البلديات والإسكان,"28 January, 2025",تجهيز موقع فعالية يوم التأسيس في منتزه السحقان الريفي / بلدية محافظة الرس,462300.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين وتوريد محروقات (بنزين 91 + ديزل) لسيارات ومعدات بلدية مدينة الأجفر,399648.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة الشوارع والارصفة غرب مدينة عرعر,15688058.5
وزارة البلديات والإسكان,"28 January, 2025",صيانة وإستبدال التالف لأعمال الإناره الخاصة بالحدائق بحى الروضة بمحافظة طبرجل,295780.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين وتركيب أجهزة لاسلكية ,37821.2
وزارة التجارة ,"28 January, 2025",تطوير منسوبي منشآت ,2555300.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة وتحديث الأنظمة والبرامج بالبلدية ,22000.0
وزارة التجارة ,"28 January, 2025",الاندماج الوظيفي,2240343.76
وزارة البلديات والإسكان,"28 January, 2025",صيانة واستبدال علم السارية,99705.0
وزارة البلديات والإسكان,"28 January, 2025",توريد انترلوك وبلدورات لأعمال الصيانة ,298057.0
وزارة البلديات والإسكان,"28 January, 2025",مقايسة عملية صيانة معدات لبلدية سبت الجارة,99912.0
وزارة البلديات والإسكان,"28 January, 2025",توريد حاويات وبراميل نفايات للنظافة العامة ,297666.0
وزارة البلديات والإسكان,"28 January, 2025",توريد وتركيب عشب صناعي ملون لأعمال الصيانة ,49105.0
وزارة البلديات والإسكان,"28 January, 2025",عملية الدراسات والتصاميم والدعم الفني لبلدية وادي جازان,99360.0
وزارة التعليم,"28 January, 2025",مراجعة القوائم المالية للموارد البديلة ,34500.0
وزارة الاستثمار,"28 January, 2025", توفير وتركيب كاميرات ونظام دخول لمبنى الهيئة السعودية لتسويق الاستثمار,91540.0
وزارة البلديات والإسكان,"28 January, 2025",تدريب وتطوير الموظفين شهادات مهنية بلدية المجمعة لعام 2025م ,50000.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين قطع غيار لزوم ادارة التشغيل وصيانة المعدات رقم السيارة (1155-1396-1200-1147-1349-1416-1155),14277.25
وزارة البلديات والإسكان,"28 January, 2025",تأمين مطبوعات ,60001.25
وزارة البلديات والإسكان,"28 January, 2025",صيانة مولدات كهرباء ومكائن الشفط لبلدية محافظة الخفجي,97699.4
وزارة البلديات والإسكان,"28 January, 2025",تأمين أهواز وكلبسات لمكائن الشفط لبلدية محافظة الخفجي,98198.5
وزارة البلديات والإسكان,"28 January, 2025",تأمين قطع غيار واستهلاكي لزوم ادارة التشغيل وصيانة المعدات,6500.74
وزارة البلديات والإسكان,"28 January, 2025",استئجار معدات لأعمال حفر خلايا ,98693.0
وزارة البلديات والإسكان,"28 January, 2025",تفريغ حاويات النفايات ,98325.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين قطع غيار واستهلاكي لزوم ادارة التشغيل وصيانة المعدات رقم السيارة (1337),13742.5
وزارة البلديات والإسكان,"28 January, 2025",طلب اصلاح رقم السيارات ( 1407 - 1048 ) لزوم ادارة التشغيل وصيانة المعدات,2900.0
البيئة والمياه والزراعة,"28 January, 2025",توريد مواد وقطع غيار ميكانيكية - MECHANICAL SEAL PART PMP - للهيئة السعودية للمياه لمنظومة انتاج فرسان بالساحل الغربي,9039.0
وزارة التعليم,"28 January, 2025",تأمين احتياج وحدة التنسيق الاعلامي,25346.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين قطع غيار لزوم ادارة التشغيل وصيانة المعدات رقم السيارة (1403-1353-1370-1173-1227),0.0
وزارة البلديات والإسكان,"28 January, 2025",تأمين أزفلت,74175.0
البيئة والمياه والزراعة,"28 January, 2025",توريد مواد وقطع أجهزة قياس - GAUGE PRESSURE THREADED - للهيئة السعودية للمياه لمنظومة انتاج ينبع بالساحل الغربي ,2139.0
وزارة التعليم,"28 January, 2025",‏تأمين المتطلبات اللازمة لإقامة حفل يوم التأسيس بمنطقة المدينة المنورة للعام 2025,620080.0
البيئة والمياه والزراعة,"28 January, 2025",توريد مواد وقطع غيار ميكانيكية - GASKET FLAT RING - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة بالساحل الغربي ,2535.75
وزارة البلديات والإسكان,"28 January, 2025",توريد مبيدات قسم أدارة الخدمات بلدية محافظة المويه ,59800.0
وزارة البلديات والإسكان,"28 January, 2025",توريد ليّات زينة حسب المواصفات وأدوات إنارة,100000.0
وزارة البلديات والإسكان,"28 January, 2025",استئجار معدات لردم عدد من المواقع التابعة لبلدية محافظة رنية وحفر قبور لمقبرة رنية,42550.0
وزارة التعليم,"28 January, 2025",توريد طابعات البطاقة التعريفية والأحبار الملونة لقسم إدارة الأمن بمستشفى الملك فهد الجامعي بالخبر رقم : 47573,67275.0
هيئة تطوير منطقة حائل,"28 January, 2025",تجهيز وطلاء مكتب الاتصالات الإدارية وصيانة وتجهيز المكتب السري,38640.0
البيئة والمياه والزراعة,"28 January, 2025",توريد أجهزة محولات - ADAPTOR PLC - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة بالساحل الغربي ,15555.02
وزارة التعليم,"28 January, 2025",تأمين مستلزمات زرعية واسمدة لزوم إدارة محطة الابحاث والتجارب الزراعية ,95280.0
مكتب تحقيق الرؤية,"28 January, 2025",مراجعة الآليات والعقود الاستثمارية لتحسين العائد من الأصول الاستثمارية,0.0
وزارة الصحة,"28 January, 2025",معالجة بيانات برنامج حصن و هيوز و إعداد التقارير التخصصية,800000.0
وزارة التعليم,"28 January, 2025",التغطية الاعلامية المرئية للمشاركات والندوات ,99820.0
البيئة والمياه والزراعة,"28 January, 2025",تأمين برنامج مرخص لتحرير ملفات PDF لمركز الملك عبدالعزيز للخيل العربية الاصيلة.,18058.45
وزارة التعليم,"28 January, 2025",تأمين مكعبات للانتاج الحيواني واعلاف للدواجن ,98375.0
البيئة والمياه والزراعة,"28 January, 2025",تأمين محروقات (ديزل) مع التوريد والنقل لمركز الملك عبدالعزيز للخيل العربية الاصيلة.,38200.0
وزارة التعليم,"28 January, 2025",تأمين ستائر وفرش موكيت لمكاتب أمانة جائزة جامعة القصيم ,10936.5
البيئة والمياه والزراعة,"28 January, 2025",توريد مواد وقطع غيار كهربائية - VOLTMETER DC - RELAY CONTACTOR - SWITCH SELECTOR - HEATER INDUSTRIAL - للهيئة السعودية للمياه لمنظومة انتاج ينبع بالساحل الغربي ,23296.12
وزارة التعليم,"28 January, 2025",تأمين ستائر لنوافذ مكاتب إدارة البيانات ,11270.0
وزارة التعليم,"28 January, 2025",توريد وتفعيل برامج متابعة المشاريع والمبادرات ومهام عمادة الجودة ,99498.0
وزارة التعليم,"28 January, 2025",توريد تجهيزات مكتبية وتعليمية للزوم كلية اللغات والعلوم الانسانية ,25940.0
وزارة البلديات والإسكان,"28 January, 2025",توريد زيوت وبطاريات وماء راديتر لبلدية محافظة ضرية,224089.5
وزارة البلديات والإسكان,"28 January, 2025",توريد كفرات ولساتك لسيارات وشاحنات بلدية محافظة ضرية,310051.5
وزارة الصحة,"28 January, 2025",تأمين فعالية يوم التأسيس السعودي 2025م احتياج شبكة الجبيل الصحية,71875.0
وزارة التعليم,"28 January, 2025",تأمين نموذج ورق تصحيح الكتروني ,2156.25
البيئة والمياه والزراعة,"28 January, 2025",خدمات الضيافة في صندوق البيئة  ,3448478.55
وزارة البلديات والإسكان,"28 January, 2025",صيانة وتأهيل ملعب مسكة التابع لمحافظة ضرية,495650.0
وزارة الموارد البشرية والتنمية الاجتماعية,"28 January, 2025",تحليل الفجوة وتجديد الشهادة وفق نظام إدارة الجودة ISO 9001:,97692.5
وزارة الصحة,"28 January, 2025",توثيق الحساب الرسمي للمعهد الوطني لأبحاث الصحة بمنصة إكس (X) ,49999.7
وزارة البلديات والإسكان,"28 January, 2025",توريد مواد الدهانات ,294946.25
وزارة التعليم,"28 January, 2025",تأمين مواد استهلاكية ومحاليل للفحوصات المخبرية لأبحاث برنامج ماجستير العلوم في التقنية الحيوية لقسم أبحاث الجينات ,29688.32
وزارة التعليم,"28 January, 2025",مراجعة القوائم المالية للجامعة على أساس الاستحقاق المحاسبي لعامي 2024م  ,73600.0
المؤسسة العامة للموانئ,"28 January, 2025",طباعة ظروف ودفتر ملاحظات,21160.0
وزارة التعليم,"28 January, 2025",الاشتراك في باقة مقيم شامل لمدة عام ميلادي ,44186.45
وزارة التعليم,"28 January, 2025",عملية إنشاء قاعة محكمة صورية بشطر الطالبات بمبنى رقم (40) بكلية الدراسات التطبيقية وخدمة المجتمع بعليشه,93955.0
وزارة البلديات والإسكان,"28 January, 2025",توريد اسفلت بارد جاهز للاستخدام لبلدية العرضية الشمالية ,22712.5
وزارة البلديات والإسكان,"28 January, 2025",توريد مواد بناء الأعمال الصيانة والنظافة بالجهود الذاتية ,145590.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة غرف التفتيش وفتحات تصريف واغطية المناهل مياه الأمطار بعين دار,99291.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة وردم وتسوية الشوارع وتجمع مياه الامطار بمركز عين دار البلدة,98900.0
وزارة الصحة,"28 January, 2025",توفير فعالية يوم التأسيس لمنسوبي الهيئة يوم الاثنين الموافق 24/02/2025م لمدة يوم,94116.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة ومعالجة فتحات تمديدات الخدمات في الشوارع بالفردانية,0.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة ودك الأراضي الحجرية الفضاء بعين دار الجديدة,98325.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة واستبدال ثيل طبيعي في مداخل عين دار,98767.75
وزارة الصحة,"28 January, 2025",تقديم خدمات التصميم الجرافيكي وإنتاج المحتويات المرئية للحملات الاعلانية للهيئة الصحة العامة,34500.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة طرق جنوب مدينة عرعر,1966442.5
البيئة والمياه والزراعة,"28 January, 2025",تركيب كاميرات أمنية,0.0
وزارة البلديات والإسكان,"28 January, 2025",طباعة وتركيب لوحات ليوم التأسيس,17710.0
وزارة البلديات والإسكان,"28 January, 2025",مشروع تنفيذ فعاليات مهرجان أيام سوق الحب 5 ,215300.7
وزارة البلديات والإسكان,"28 January, 2025",مشروع تنفيذ المجسمات التجميلية لمهرجان أيام سوق الحب  5 ,285292.0
وزارة الصحة,"28 January, 2025",تدشين جائزة ديزي لأدارة التمريض بمستشفى شرق جدة,19400.5
وزارة البلديات والإسكان,"28 January, 2025",صيانة دورات المياه بمحافظة القنفذة,775445.0
وزارة المالية,"28 January, 2025","ترقية أجهزة ""Smiths"" لفحص الحقائب والطرود",4499662.5
وزارة الصحة,"28 January, 2025",توريد وتركيب معدات تجهيز الورشة التابعة لإدارة الخدمات العامة بتجمع جازان الصحي,87500.05
وزارة التجارة ,"28 January, 2025",تطوير قادة منشآت,1989500.0
وزارة الصحة,"28 January, 2025",تأمين متطلبات يوم التأسيس السعودي 2025,90666.0
وزارة المالية,"28 January, 2025",تشغيل وصيانة أنظمة الحرق والإتلاف 2025,7104355.0
وزارة الصحة,"28 January, 2025",توريد وتركيب بنرات وستيكرات,95996.25
الهيئة العامة للطيران المدني,"28 January, 2025",توفير محروقات لمولدات الصالة الملكية بخليج نيوم ,99000.0
وزارة الصحة,"28 January, 2025",CAMERA STABILIZER,37380.0
مركز مشاريع البنية التحتية بمنطقة الرياض,"28 January, 2025",رفع نضج التحول الرقمي (برنامج قياس),3515118.75
المكتب الإستراتيجي لتطوير منطقة جازان,"28 January, 2025",جهاز جدار ناري ,152375.0
وزارة الرياضة,"28 January, 2025",منصة تحليل واحصائيات كرة القدم الاحترافية Wy Scout,77155.57
وزارة البلديات والإسكان,"28 January, 2025",توريد وتنفيذ اعمال معالجة بلاغات 940 لبلدية العيينة والجبيلة,295406.25
وزارة البلديات والإسكان,"28 January, 2025",صيانة شبكة الري لمداخل القرى التابعة لبلدية اللهابة القرعاء وأم الشفلح,99372.65
وزارة البلديات والإسكان,"28 January, 2025",استئجار معدات لأعمال الصيانة والنظافة لبلدية اللهابة والقرى التابعة لها,67965.0
وزارة البلديات والإسكان,"28 January, 2025",صيانة الحمايات الحجرية في الشوارع,98532.0
وزارة البلديات والإسكان,"29 January, 2025",توريد زيــوت ســيارات ومــعدات قسم أدارة الخدمات بلدية محافظة المويه ,0.0
وزارة البلديات والإسكان,"29 January, 2025",توريد كـفـرات ســيارات ومـعدات قسم أدارة الخدمات بلدية محافظة المويه ,414603.75
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتحسين وتجميل احياء المحور الجنوبي الغربي بمحافظة رابغ ,1809237.5
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتحسين وتجميل احياء المحور الشمالي الغربي بمحافظة رابغ ,1814125.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتحسين وتجميل احياء المحور الجنوبي الشرقي بمحافظة رابغ,1816137.5
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتحسين وتجميل المراكز الشمالية بمحافظة رابغ,2116000.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة الخزانات الأرضية بمحافظة رابغ والمراكز التابعة لها,1932000.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتحسين وتجميل المراكز الجنوبية والشرقية بمحافظة رابغ,2021125.0
وزارة البلديات والإسكان,"29 January, 2025",تامين وتوريد بنزين,86972.2
وزارة البلديات والإسكان,"29 January, 2025",توريد حاجز شجري أنجيلة بلاستيك - بلدية محافظة الرس,490820.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد ارضيات من جزئيات الرخام لبلدية الخبراء ,3649410.0
وزارة البلديات والإسكان,"29 January, 2025",تأمين وتوريد غطاسات لبلدية محافظة البدائع ,247135.0
وزارة التعليم,"29 January, 2025",تأمين جهاز عرض للمسرح الطلابي بعمادة شؤون الطلاب,49979.0
وزارة النقل,"29 January, 2025",حصر وتقييم مخصص خسائر الائتمان لعام 2023 -2022 للوزارة,70000.0
وزارة البلديات والإسكان,"29 January, 2025",تشغيل وصيانة شبكات تصريف مياه السيول والامطار بمدينة عرعر,11632825.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة الأبار,0.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة لوحات التسمية والترقيم بمدينة عرعر,2056792.27
وزارة التعليم,"29 January, 2025",إقامة وتنظيم استضافة بطولة الألعاب الإلكترونية لعام 1446 هـ,365113.5
وزارة البلديات والإسكان,"29 January, 2025",صيانة معدات ,99360.46
وزارة البلديات والإسكان,"29 January, 2025",صيانة شبكة الانارة للحدود الشمالية,11323187.5
وزارة التعليم,"29 January, 2025",تجهيز محطة شحن الكهرباء بجامعة القصيم,419117.5
وزارة البلديات والإسكان,"29 January, 2025",توريد ناتج كسارة لتحسين وتجميل الشوارع بالمحافظة / بلدية محافظة الرس,494799.0
وزارة البلديات والإسكان,"29 January, 2025",عملية صيانة مجسمات وبنر لوحات الشوارع,44183.0
وزارة الصحة,"29 January, 2025",توريد وتركيب وتشغيل نظام هواء طبي م الملك سلمان,78200.0
وزارة البلديات والإسكان,"29 January, 2025",تصنيع خزانات وقود ديزل وصهريج ماء لبلدية محافظة البدائع ,100000.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد حجر لبلدية الخبراء ,499330.0
وزارة البلديات والإسكان,"29 January, 2025",بشأن تأمين أشجار لزوم قسم الزراعة ,99475.0
وزارة البلديات والإسكان,"29 January, 2025",إزالة زحف الرمال ,96370.0
البيئة والمياه والزراعة,"29 January, 2025",  تقديم الخدمات الاستشارية والهندسية للإشراف على تنفيذ مشروع توسعة منظومة إنتاج رأس الخير ,18975000.0
وزارة البلديات والإسكان,"29 January, 2025",تأمين محروقات ديزل لبلدية محافظة عيون الجواء,92640.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتنفيذ احجار مختلفة الالوان ,95634.0
وزارة الصحة,"29 January, 2025",جائزة افضل بيئة عمل ,15525.0
وزارة البلديات والإسكان,"29 January, 2025",مقايسة عملية صيانة وسائط النقل لبلدية سبت الجارة,99492.25
وزارة البلديات والإسكان,"29 January, 2025",تامين قطع غيار وسائط نقل ( 1 ),5523.81
وزارة البلديات والإسكان,"29 January, 2025",مقايسة عملية توريد محروقات ديزل لبلدية سبت الجارة              ,60360.0
وزارة البلديات والإسكان,"29 January, 2025",مقايسة عملية توريد محروقات بنزين لبلدية سبت الجارة ,75540.0
وزارة المالية,"29 January, 2025",ادارة وتشغيل منصة بوابة بنى المعرفية ,1515008.72
وزارة الصحة,"29 January, 2025",تأمين UV Printer ,86250.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة مبنى الضيافة في منتزة السليل لبلدية محافظة النبهانية,98000.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد جسر لبلدية الخبراء ,496961.0
وزارة التعليم,"29 January, 2025",دراسة فنية للوضع الراهن والمستقبلي لجامعة القصيم في عدد من التصنيفات الدولية,3036000.0
وزارة البلديات والإسكان,"29 January, 2025",توريد مواد الحدادة ,273412.5
وزارة البلديات والإسكان,"29 January, 2025",سفلتة  وانارة بالمخطط 37 المعتمد (تنفيذ حكم قضائي),395111.25
وزارة البلديات والإسكان,"29 January, 2025",صيانة المسطحات الخضراء والانارة ودورات المياه بالحدائق العامة,498778.0
وزارة النقل,"29 January, 2025",تأمين كفرات وبطاربات لمعدات الفرق فرع وزارة النقل والخدمات اللوجستية بمنطقة مكة المكرمة ,12523.5
وزارة البلديات والإسكان,"29 January, 2025",توريد جهاز صفوف انتظار وملحقاته لبلدية محافظة االخرج,29900.0
وزارة البلديات والإسكان,"29 January, 2025",إجراء تقييم لموظفي أمانة منطقة الرياض المستهدفين,39675.0
وزارة الاستثمار,"29 January, 2025",توفير وتركيب لوحات إرشادية لمرافق مبنى الهيئة السعودية لتسويق الاستثمار,97175.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة ونظافة وتطوير الابار للبلدية ,490968.35
وزارة البلديات والإسكان,"29 January, 2025",تجهيز حفل يوم التأسيس لعام 1446هـ لبلدية محافظة رياض الخبراء.,494500.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة ومعالجة ممرات المشاة بعين دار البلدة,99015.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة واستبدال القواعد الخرسانية لأعمدة إنارة الشوارع في المخططات السكنية لعين دار والقرى التابعة لها,98670.0
وزارة البلديات والإسكان,"29 January, 2025",تأمين مواد بناء لصيانة مباني بلدية محافظة البكيرية,65924.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وترحيل الرمل من شوارع مخطط 13/12 بعين دار,99245.58
وزارة البلديات والإسكان,"29 January, 2025",صيانة مجاري السيول بقبة,478975.0
وزارة التعليم,"29 January, 2025",منافسة توريد وتركيب سجاد و مستلزمات لمصلى إدارة المشاريع بالجامعة,19952.5
وزارة البلديات والإسكان,"29 January, 2025",توريد ديزل لمعدات وسيارات البلدية,99666.0
وزارة البلديات والإسكان,"29 January, 2025",توريد محروقات ديزل للبلدية ,374440.0
وزارة البلديات والإسكان,"29 January, 2025",توريد محروقات بنزين 91 للبلدية ,443900.0
وزارة البلديات والإسكان,"29 January, 2025",تنفيذ مخططات معمارية ومخططات أمن وسلامة لمباني بلدية محافظة عيون الجواء,99935.0
البيئة والمياه والزراعة,"29 January, 2025",توريد وتركيب محولات كهربائية مع موزعات حلقية بمحطة تنقية حلي,1435022.9
وزارة البلديات والإسكان,"29 January, 2025",صيانة أرشيف الموارد البشرية وتوريد ما يلزم لأعمال الصيانة,99130.0
وزارة البلديات والإسكان,"29 January, 2025",تأمين احتياج ديزل لبلدية محافظة تيماء,296609.25
وزارة البلديات والإسكان,"29 January, 2025",توريد مواد الكهرباء الخاصة بصيانة الإنارة بمحافظة طبرجل,296930.0
وزارة البلديات والإسكان,"29 January, 2025",تاهيل الارصفة وممرات المشاة بحديقة البطحاء,99360.0
وزارة البلديات والإسكان,"29 January, 2025",بشأن تأهيل محرك لسيارة فورد اكسيدبشين,14650.0
وزارة الخارجية,"29 January, 2025",توفير تنقلات لوفد خاص بضيوف المعهد,8590.5
وزارة البلديات والإسكان,"29 January, 2025",توريد وتركيب مظلة لمنطقة الالعاب بحديقة هجرة الوسيع,98900.0
وزارة الصحة,"29 January, 2025",ACCOMMODATION FOR SPEAKERS AND TRAINERS,8280.0
وزارة الصحة,"29 January, 2025",A TRAVEL TICKET Los Angeles California USA Business Class & Back,40000.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد اشكال ديكورية لبلدية الخبراء,499238.0
وزارة البلديات والإسكان,"29 January, 2025",توريد وتركيب انتر لوك لعمل صيانة للأرصفة بأماكن مختلفة بروضة هباس,92253.0
البيئة والمياه والزراعة,"29 January, 2025",تأمين أوشحة البطولة الوطنية لجمال الخيل العربية الأصيلة,0.0
صندوق التنمية الثقافي,"29 January, 2025",تقديم خدمات حلول أدوات المراقبة واصطياد التهديدات والمعلومات الاستباقية,2999004.5
وزارة الإعلام,"29 January, 2025",التشغيل والصيانة والنظافة للهيئة العامة لتنظيم الإعلام,6950520.72000002
وزارة البلديات والإسكان,"29 January, 2025",توريد وتركيب مجموعة العاب أطفال بحديقة البطحاء,97750.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة واستبدال قواعدة الاعمدة,99360.0
وزارة البلديات والإسكان,"29 January, 2025",توريد مفارش عمال النظافة ,62445.0
وزارة البلديات والإسكان,"29 January, 2025",مشروع الضيافة والحفلات والتجهيز احتفالات يوم التأسيس وعيد الفطر وعيد الاضحى       ,491800.0
المجلس الصحي السعودي والمراكز التابعة له,"29 January, 2025",تنظيم وتجهيز حفل يوم التأسيس 2025,92575.0
وزارة البلديات والإسكان,"29 January, 2025",انشاء وزراعة مصدات رياح بملاعب هجرة الوسيع,98986.25
البيئة والمياه والزراعة,"29 January, 2025",استبدال خطوط التصريف لمياه الغلايات بوحدة التبخير المتعدد بوحدة انتاج العزيزية ,97152.0
وزارة المالية,"29 January, 2025",مشروع الفحص الفني الدوري لمركبات الهيئة,39847.5
وزارة التعليم,"29 January, 2025",نقل البريد الإلكتروني الطلابي إلى سحابة مايكروسوفت,99820.0
دارة الملك عبدالعزيز,"29 January, 2025",مسك دفاتر صندوق دارة الملك عبدالعزيز ,0.0
وزارة السياحة,"29 January, 2025",المقارنات المعيارية لمنافع القيادة العليا ,99187.5
وزارة الثقافة,"29 January, 2025",توفير غرفة فندقية بمدينة الرياض,7245.0
وزارة البلديات والإسكان,"29 January, 2025",تغطية محولات الكهرباء لوحدات كلادنج جمالية ,246790.0
وزارة البلديات والإسكان,"29 January, 2025",مظلات الحدائق و ألعاب الأطفال ,248368.0
وزارة البلديات والإسكان,"29 January, 2025",توريد دهانات خاصة بالأسطح ,247968.75
البيئة والمياه والزراعة,"29 January, 2025",: إعداد ومراجعة وإخراج وتصميم وطباعة التقرير السنوي للهيئة السعودية للمياه. ,270106.25
وزارة البلديات والإسكان,"29 January, 2025",توريد ألعاب أطفال ,248975.0
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد ليات زينة ليد لون الأخضر ومستلزماتها,98612.5
وزارة البلديات والإسكان,"29 January, 2025",صيانة وتوريد أحجار مختلفة الأحجام للجزيرة الوسطية,96772.5
وزارة البلديات والإسكان,"29 January, 2025",توريد أكياس نفايات لبلدية الحصينية,99360.0
وزارة البلديات والإسكان,"29 January, 2025",عملية صيانة سور استراحة بلدية عسفان  ,496928.8
وزارة البلديات والإسكان,"29 January, 2025",عملية صيانة المدخل الشرقي بعسفان الرابط مع طريق هدى الشام,494615.0
مجلس الوزراء,"29 January, 2025",توريد وتركيب مظلات عدد 2 ,23000.0
وزارة البلديات والإسكان,"29 January, 2025",عملية إزالة المخلفات والأنقاض بمركز زلوم والقري التابعة ,248400.0
وزارة البلديات والإسكان,"29 January, 2025",عملية توريد أدوات ومواد زراعية ,248515.0
وزارة البلديات والإسكان,"29 January, 2025",عملية توريد مزيج من الاسفلت البارد,239343.75
وزارة البلديات والإسكان,"29 January, 2025",عملية صيانة أعمدة تجميلية بزلوم ,201020.0
وزارة البلديات والإسكان,"29 January, 2025",توريد وتركيب وفك لمهرجان ليالي رمضان المبارك (2) 1446هـ - أمانة منطقة الباحة -,227125.0
وزارة البلديات والإسكان,"29 January, 2025",توريد ليات زينة ,120980.0
وزارة الإعلام,"29 January, 2025",إنتاج برنامج الهجرة النبوية ,1103517.77
وزارة الصحة,"29 January, 2025",منافسة توريد وتأمين قطع غيار اسعافات المراكز الخارجية بتجمع نجران الصحي NHC-G-5,0.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"29 January, 2025",توريد وتركيب أجهزة ومعدات ومواد لمركز تعزيز القدرات الذهنية,12950265.0
وزارة الصحة,"29 January, 2025",منافسة تأمين احتياج مكتب الرئيس التنفيذي والمكتب السري NHC-2025-4,99820.0
وزارة الطاقة والصناعة والثروة المعدنية,"29 January, 2025", رخصة خدمات النفاذ الوطني ( نفاذ ) ,12132.5
وزارة الطاقة والصناعة والثروة المعدنية,"29 January, 2025",توريد حمض الهيدروفلوريك,1437.5
وزارة الصحة,"29 January, 2025",‏‏ عقد  الاشراف على مشروع انشاء وتأثيث عدد 26 وحدة للرعاية الصحية بالمشاعر المقدسة,159307.2
وزارة الثقافة,"29 January, 2025",تقديم خدمات خبير اكتواري,3450.0
وزارة الصحة,"29 January, 2025",منافسة تأمين محروقات للعربات المتنقلة بالمحافظات ADR-2025-17,498650.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,"29 January, 2025",إعادة تعبئة طفايات الحريق,74934.0
وزارة السياحة,"29 January, 2025",تصنيع وتنفيذ جناح الهيئة في معرض SATTE - فبراير 2025  SATTE Production & Execution – Feb 2025,0.0
البيئة والمياه والزراعة,"29 January, 2025",تفعيل خدمات تترا لموسم الحج,97269.3
