الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة البلديات والإسكان,"6 January, 2025",صيانة مبنى الخدمات لبلدية النبهانية ,48026.3
البيئة والمياه والزراعة,"6 January, 2025",توريد بيرنقات صناعية  لمنظومة  انتاج الخبر 60016617,6064.08
وزارة البلديات والإسكان,"6 January, 2025",صيانة واعادة تالف غطاسات ودفاعات الأبار بالحدائق والمنتزهات بالزلفي,288420.22
البيئة والمياه والزراعة,"6 January, 2025",توريد فلاتر لمنظومة انتاج الخبر 60016619,18975.0
وزارة البيئة والمياه والزراعة,"6 January, 2025",توريد وتجهيز حفل يوم التأسيس في مبنى الهيئة 2025م,99992.5
البيئة والمياه والزراعة,"6 January, 2025",توريد مواد كيميائية لمنظومة انتاج الخبر 60016621,7509.5
مركز مشاريع البنية التحتية بمنطقة الرياض,"6 January, 2025",خدمات استشارية لإدارة وتطوير النظام الرقمي للمخطط الشامل,7200000.0
وزارة العمل والتنمية الاجتماعية,"6 January, 2025",اعمال توريد قطع غيار مصاعد مباني الوحدات التدريبية بمدينة الرياض,25012.5
وزارة البلديات والإسكان,"6 January, 2025",تورد ديزل لشهر يناير لسنة 2025,54465.0
المركز الوطني للتنمية الصناعية,"6 January, 2025", منصة الكترونية تُعنى بأبحاث دقيقة عن الصناعة وقطاعاتها,40250.0
وزارة البلديات والإسكان,"6 January, 2025",طلب تامين اثاث لبلدية محافظة النبهانية,99360.0
وزارة البلديات والإسكان,"6 January, 2025",صيانة المبنى الحضاري وملحقات مبنى البلدية القديم,495134.8
وزارة البلديات والإسكان,"6 January, 2025",توريد اعمدة انارة جمالية لبلدية محافظة النبهانية ,198950.0
وزارة البلديات والإسكان,"6 January, 2025",توريد اثاث لمركز الامير فيصل بن مشعل ال سعود بمحافظة النبهانية ,496570.0
وزارة البلديات والإسكان,"6 January, 2025",حراسات أمنية للمنتزهات التابعة لأمانة منطقة الباحة - أمانة منطقة الباحة -,1158313.35
البيئة والمياه والزراعة,"6 January, 2025",توريد فريون تكييف لمنظومة انتاج الخبر 60016615,16675.0
دارة الملك عبدالعزيز,"6 January, 2025",ربط نظام الفوترة الإلكتروني بمتطلبات المرحلة الثانية لهيئة الزكاة و الضريبة و الجمارك,57500.0
وزارة البلديات والإسكان,"6 January, 2025",صيانة مباني ومرافق بلدية محافظة الزلفي,497568.2
وزارة البلديات والإسكان,"6 January, 2025",صيانة أعمدة الإنارة بالحدائق والمنتزهات والشوارع بمحافظة الزلفي,0.0
وزارة البلديات والإسكان,"6 January, 2025",تأمين وتوريد قطع غيار لصيانة سيارات بلدية محافظة الزلفي,288190.0
وزارة الاستثمار,"6 January, 2025",ورش عمل للأهداف المهنية لعام 2025,98999.82
هيئة الهلال الأحمر السعودي,"6 January, 2025",توريد وتركيب وتشغيل أجهزة اتصالات لاسلكية (تترا) ,1240286.5
البيئة والمياه والزراعة,"6 January, 2025",إعادة ضبط اعدادات انظمة الحماية الكهربائية للجهد العالي لمنظومة انتاج الجبيل,75647.0
البيئة والمياه والزراعة,"6 January, 2025", الخدمات الاستشارية لتحديث المستهدفات الاستراتيجية والنموذج التشغيلي,4025000.0
هيئة تطوير الأحساء ,"6 January, 2025",مشروع مراجعة الحسابات المالية,782000.0
وزارة البلديات والإسكان,"6 January, 2025", صيانة وتوريد نجيل صناعي لبلدية محافظة ثار ,98532.0
وزارة النقل,"6 January, 2025",تقديم الاستشارات الهندسية لمشروع المداخل اللوجستية,5982287.5
صندوق التعليم العالي الجامعي,"6 January, 2025",تصميم وتنفيذ خطة الاخلاء لمقر الأمانة العامة للصندوق,10350.0
البيئة والمياه والزراعة,"6 January, 2025",إقامة دورات تدريبية في زراعة النخيل,4890950.0
وزارة العمل والتنمية الاجتماعية,"6 January, 2025", تشغيل الحراسات الأمنية بمنطقة تبوك للمشاريع المتعثرة والمستلمة بـ(مشروع إسكان المدربين والمدربات بالكلية التقنية للبنين والبنات بالوجه),935913.24
وزارة الرياضة,"6 January, 2025",إعداد وتصميم التقارير والعروض لأكاديمية مهد الرياضية ,223100.0
وزارة الصحة,"6 January, 2025","مبخرة على شكل قصر المصمك صغيرة حجم 9*12.5 سم داخل حقيبة قماشية للون باطار سدو  مقاس 16*20 سم مع طباعة الشعار SMALL MASMAK PALACE SHAPED INCENSE BURNER, SIZE 9*12.5 CM, INSIDE A CLOTH BAG WITH A 16*20 CM SADU FRAME, WITH LOGO PRINTING",99986.75
وزارة الصحة,"6 January, 2025",تنفيذ و تقديم خدمات غسيل و كي و طي و تجفيف الملابس و المفارش بشكل يومي لمستشفى الملك خالد التخصصي للعيون,96600.0
وزارة الصحة,"6 January, 2025",منافسة تأمين احتياج مكتب الرئيس التنفيذي والمكتب السري NHC-2025-1,99222.0
وزارة البلديات والإسكان,"6 January, 2025",منافسة تأمين وتوريد انترلوك وبردورات لبلدية عريعرة,99590.0
وزارة البلديات والإسكان,"6 January, 2025",منافسة صيانة بإزالة الكتابات المشوهة للمنظر العام لمعالجة التشوه البصري بمركز جودة التابع لبلدية عريعرة ,0.0
وزارة البلديات والإسكان,"6 January, 2025",منافسة تأمين وتوريد أدوات واغراض ومستلزمات الصيانة العامة لقسم الزراعة التابع لبلدية عريعرة ,99733.75
وزارة البلديات والإسكان,"6 January, 2025",صيانة بوابة ومدخل منتزة الثروة بلدية محافظة القري,498812.5
وزارة البلديات والإسكان,"7 January, 2025",صيانة النجيلة والمنتزهات لبلدية محافظة القري,497731.5
البيئة والمياه والزراعة,"7 January, 2025",توريد عدد لمنظومة انتاج رأس الخير 60016647,28755.75
البيئة والمياه والزراعة,"7 January, 2025", إزالة النفايات الصناعية المستهلكة في منظومة انتاج الجبيل,99360.0
وزارة التعليم,"7 January, 2025",المشاركة المعرض الدولي للاختراعات في الشرق الأوسط الخامس عشر في دولة الكويت ,59999.99
وزارة البلديات والإسكان,"7 January, 2025",تامين اثاث لزوم وكالة الاستثمارات وتنميه الايرادات ,25346.0
وزارة البلديات والإسكان,"7 January, 2025",تنظيم وتنسيق الفعاليات لتعزيز التفاعل والمشاركة,4500065.0
وزارة البلديات والإسكان,"7 January, 2025",تقديم الدعم اللوجستي لفعاليات الإدارة العامة للإعلام,4197500.0
وزارة الإعلام,"7 January, 2025",تامين سيارتين فارهة لضيوف الوزارة في مدينة جدة من 12/01/2025م لمدة اربعة ايام,19474.1
وزارة الإعلام,"7 January, 2025",تامين سكن لضيوف الوزارة في مدينة جدة من 12/01/2025 الى 16/01/2025م,28401.63
هيئة تطوير منطقة عسير,"7 January, 2025",نظام إدارة المخاطر والحوكمة  المؤسسية (keen GRC),53005.8
مكتب تحقيق الرؤية,"7 January, 2025",حصر الاحتياج في منظومة الصحة,0.0
وزارة البيئة والمياه والزراعة,"7 January, 2025",الإشتراك في خدمة مقيم لتجديد الإقامات واستخراج التأشيرات والأعمال الأخرى المتعلقة بالمقيمين مع شراء نقاط,14662.5
البيئة والمياه والزراعة,"7 January, 2025",توريد لافتة لمبنى فرع المركز بمنطقة الرياض,22425.31
وزارة البلديات والإسكان,"7 January, 2025",صيانة اجهزة مكتبية لبلدية محافظة رابغ ,21183.0
وزارة البلديات والإسكان,"7 January, 2025",توريد محروقات وسائط نقل (بنزين) لبلدية قبة,358500.0
وزارة المالية,"7 January, 2025",مراجعة وتحديث برنامج استمرارية الأعمال وصمود سلاسل الامداد,4000000.0
وزارة البلديات والإسكان,"7 January, 2025",توريد ديزل ,68000.0
البيئة والمياه والزراعة,"7 January, 2025",تقديم الخدمات الاستشارية لبناء وضبط نطاقات العمل الخاصة بمبادرات ومشاريع المركز ,9401250.0
وزارة البلديات والإسكان,"7 January, 2025",تحسين المشهد الحضري في كباري الدليمية ,478610.45
وزارة البلديات والإسكان,"7 January, 2025", توريد محروقات معدات والالات (ديزل) لبلدية قبة,348600.0
الهيئة العامة لعقارات الدولة,"7 January, 2025",تقييم زائدة تنظيمية بحي الفردوس في مدينة جدة,1265.0
وزارة الطاقة والصناعة والثروة المعدنية,"7 January, 2025",تأمين احبار لطابعة كروت الموظفين,3000.01
وزارة البلديات والإسكان,"7 January, 2025",إيجار معدات لإزالة التعديات بمركز النبك أبو قصر,169912.5
