الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
البيئة والمياه والزراعة,"3 February, 2025",تقديم الدراسات لتقييم لقاحات أمراض الماشية,4968000.0
وزارة البلديات والإسكان,"3 February, 2025",دهان مضمار مشاه الحديقة العامة,96542.96
وزارة البلديات والإسكان,"3 February, 2025",صيانة أرضيات مجمعات الالعاب بالحديقة العامة,99417.5
وزارة البلديات والإسكان,"3 February, 2025",صيانة وتاهيل لوحات المداخل الرئيسية لبلدية الشعبة,98325.0
وزارة البلديات والإسكان,"3 February, 2025",نقل المحول الكهرباء وملحقاته من مسار الطريق,98900.0
وزارة البيئة والمياه والزراعة,"3 February, 2025",عملية دراسة وتصميم الموقع العام لمختبر الرياض,99999.4
وزارة البلديات والإسكان,"3 February, 2025",صيانة حفريات الاسفلت بالشوارع الداخلية في نطاق بلدية محافظة الجموم,99705.0
وزارة البلديات والإسكان,"3 February, 2025",بشأن تأمين أدوات كهربائية لبلدية الفوارة,496524.0
وزارة البلديات والإسكان,"3 February, 2025",سفلتة مخططات المنح للأراضي الحكومية (حي الروابي),10709690.1
وزارة البلديات والإسكان,"3 February, 2025",طباعة لوحات يونيول بالمناسبات الرسمية ,99573.9
وزارة التجارة ,"3 February, 2025",اشتراك عضويات المكاتب التنفيذية بالمطارات لعائلة وكيل الوزارة للتخطيط والتطوير ,9200.0
وزارة البلديات والإسكان,"3 February, 2025",توريد ديزل وبنزين لمعدات وآليات وسيارات البلدية,1389568.0
وزارة المالية,"3 February, 2025",ترميم تصحيحي لغرفة البيانات GSN,51216.4
وزارة البلديات والإسكان,"3 February, 2025",دهان بردورات وسط المظيلف ,98900.0
دارة الملك عبدالعزيز,"3 February, 2025",الاحتفال بــ (80 عام على العلاقات السعودية الأمريكية),99969.5
الهيئة الملكية للجبيل وينبع,"3 February, 2025", توريد وتركيب تقسيمات لورشة قسم المهارات الكيميائية ,96427.5
وزارة التجارة ,"3 February, 2025",نظام خدمات الطباعة المدارة,6050196.0
هيئة تطوير مكة,"3 February, 2025",تنظيم حفل يوم التأسيس,0.0
وزارة البلديات والإسكان,"3 February, 2025",منافسة تأمين وتوريد زيوت للمعدات والآلات التابعة لبلدية عريعرة,30331.25
وزارة البلديات والإسكان,"3 February, 2025",منافسة تأمين وتوريد زيوت للسيارات التابعة لبلدية عريعرة,18227.5
وزارة البلديات والإسكان,"3 February, 2025",منافسة تأمين وتوريد دهانات للطرق الرئيسية التابعة لبلدية عريعرة,97347.5
البيئة والمياه والزراعة,"3 February, 2025",توريد قطع غيار لمنظومة إنتاج راس الخير و الخفجي الساحل الشرقي 60016870,5554.5
البيئة والمياه والزراعة,"3 February, 2025",توريد قطع غيار لمنظومة إنتاج راس الخير  الساحل الشرقي 60016872,38295.0
وزارة البلديات والإسكان,"3 February, 2025",عملية توريد ليات زينة بألوان مختلفة,98572.25
وزارة البلديات والإسكان,"3 February, 2025",صيانة مكابس البلدية ,92595.7
وزارة البلديات والإسكان,"3 February, 2025",صيانة لوحات و اعلام البلدية الخاصة بيوم التأسيس 2025,97462.5
وزارة البلديات والإسكان,"3 February, 2025",صيانة و توريد ليات زينة للشوارع و الميادين - بلدية محافظة حبونا,97658.0
وزارة التعليم,"3 February, 2025",بشأن تنفيذ اعمال دهانات مضادة للبكتيريا بمستشفى جامعة الامام عبدالرحمن بن فيصل بالمدينة الطبية الأكاديمية رقم:49325,414000.0
وزارة البلديات والإسكان,"3 February, 2025",صيـانة الانجيلة الصناعية في (حديقة هداده - حديقة الخانق - المدخل الجنوبي للمحافظة) – بلدية محافظة بدرالجنوب,490709.6
وزارة التعليم,"3 February, 2025",بشأن تنفيذ اعمال منطقة الاستقبال والانتظار بمستشفى جامعة الامام عبد الرحمن بن فيصل بالمدينة الطبية الأكاديمية رقم:49320,96600.0
وزارة البلديات والإسكان,"4 February, 2025",توريد بلك مفرغ ,99705.0
وزارة البلديات والإسكان,"4 February, 2025",توريد ساريات أعلام قسم الخدمات بلدية محافظة المويه,94875.0
وزارة البلديات والإسكان,"4 February, 2025", صيانة مجسمات وزينة شهر رمضان المبارك ويوم العلم السعودي بمحافظة صامطة,99889.0
وزارة البلديات والإسكان,"4 February, 2025",تأمين شرائح بيانات انترنت لا محدود لمدة 12 شهر بلدية محافظة المويه ,62100.0
وزارة البلديات والإسكان,"4 February, 2025",صيانة مجسمات الطرق السريع والمداخل قسم الخدمات بلدية محافظة المويه ,489440.0
وزارة البلديات والإسكان,"4 February, 2025",توريد مادة راتنج بوليستر,39675.0
وزارة الصحة,"4 February, 2025",تأمين عربة مرطب بجانب السرير ,6145.6
وزارة البلديات والإسكان,"4 February, 2025",توريد مواد كهرباء لبلدية محافظه الغاط,298281.25
وزارة البلديات والإسكان,"4 February, 2025",اقامة فعالية يوم التاسيس لبلدية محافظة الغاط,202170.0
وزارة التعليم,"4 February, 2025",تصنيع وتوريد وتركيب لوحات إرشادية مع إضاءة بمستشفى جامعة الامام عبدالرحمن بن فيصل بالمدينة الطبية الأكاديمية رقم:49439,404800.0
وزارة الصحة,"4 February, 2025",تجديد اشتراك شرائح اتصال لعدد 5 شرائح مع باقة انترنت حسب الاشتراك السابق لادارة العقود و المشتريات بتجمع الشرقية الصحي,52670.0
وزارة البلديات والإسكان,"4 February, 2025",تامين ملابس لعمال النظافة التابعين لبلدية محافظة رابغ,96519.5
وزارة البلديات والإسكان,"4 February, 2025",صيانة لوحات بلدية الريث لمناسبة يوم التأسيس ومناسبة حلول شهر رمضان المبارك,99323.2
البيئة والمياه والزراعة,"4 February, 2025",إعادة تأهيل أبواب شترات ورشة السيارات بمنظومة انتاج الشقيق  ,85215.0
وزارة البلديات والإسكان,"4 February, 2025",مشروع توريد مياه للمرافق والحدائق ببلدية مدينة انبوان ,477052.2
البيئة والمياه والزراعة,"4 February, 2025",صيانة الرافعات المتحركة بمنظومة انتاج الشقيق  ,99820.0
وكالة الفضاء السعودية,"4 February, 2025",اتفاقية إطارية لتنفيذ خطة التدريب لعام 2025,5000000.0
